DF_Market,Location,TMO,Flavor,Taste,Thickness,Length,Comp_Seg_SKU,Comp Total,SoM_Comp
China,Nanchang Changbei,CHINA NATIONAL,Regular,Lights,STD,KS,1,469003,0
Greece,Kavala,BAT,Regular,Full Flavor,STD,KS,2,1479200,0
Turkey,Gaziantep Airport,KARELIA TOBACCO,Regular,Lights,STD,KS,1,1152600,0
Morocco,Tangier,IMPERIAL BRANDS,Regular,1mg,SLI,KS,1,800400,0
India,Cochin,KING'S TOBACCO,,,,,1,41525,0
France,Grenoble,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,2320600,0
Turkey,Denizli Cardak Airport,JTI,Regular,Lights,STD,KS,2,4450200,0
Great Britain,East Midlands,BAT,Regular,Ultralights,STD,KS,1,129607600,0.1
China,Hohhot Baita,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,1280175,0
China,Hangzhou Xiaoshan,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,52106700,0
India,Bangalore,BAT,Regular,1mg,STD,KS,1,1670400,0.1
Vietnam,Phu Quok,KT & G,Regular,Lights,STD,KS,1,580608,0
South Korea,Yangyang,KT & G,NTD Caps,Full Flavor,SSL,100,1,65400,0
South Korea,Daegu,JTI,Regular,1mg,STD,KS,1,16200,0
China,Ningbo Lishe,CHINA NATIONAL,,,,,1,31350,0
Canary Islands,Gran Canaria,KING'S TOBACCO,Menthol,Full Flavor,SSL,KS,1,5987400,0
India,Trichy,ITC Ltd.,,,,,1,108216,0
China,Hohhot Baita,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,21228,0
Russia,St. Petersburg Pulkovo,BAT,Regular,Lights,SSL,100,1,35551400,1.1
China,Yantai Penglai,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,10024590,0
Mongolia,Ulaanbaatar,CHINA NATIONAL,Regular,Ultralights,STD,KS,1,57000,0
Turkey,Denizli Cardak Airport,BAT,Menthol Caps,Full Flavor,STD,KS,1,713000,0
Italy,Verona,BAT,Regular,Lights,SLI,100,1,16874600,0.1
Gambia,Banjul,JTI,Regular,Full Flavor,STD,KS,1,91935000,9
India,Netaji Subhash Chandra Bose Int. Airport,KT & G,,,,,1,37134,0
Turkey,Gaziantep Airport,IMPERIAL BRANDS,Menthol Caps,Full Flavor,STD,KS,1,435600,0
India,Trichy,JTI,,,,,1,163715,0
China,Xian Xianyang,BAT,Menthol,Full Flavor,STD,KS,1,9329040,0
Turkey,Istanbul Airport,JTI,,,,,1,69287848,0
Tunisia,Tunis,BAT,Regular,Full Flavor,SSL,100,2,262293000,0.7
China,Dalian Zhoushuizi,CHINA NATIONAL,,,,,1,262826,0
Great Britain,London Southend Airport,JTI,Menthol,Full Flavor,STD,KS,1,952000,0
Japan,Kagoshima,JTI,,,,,1,282532,0
Saudi Arabia,Medina,ITC Ltd.,NTD Caps,Full Flavor,STD,KS,1,10071400,0
Turkey,Ankara Airport,BAT,Regular,Full Flavor,SSL,100,1,50877600,0
Jordan,Aqaba,JTI,Menthol,Full Flavor,STD,100,1,208000,0
Malaysia,Kuala Lumpur,CHINA NATIONAL,Regular,Full Flavor,STD,KS,1,2293080000,12.4
Spain,Sevilla,KING'S TOBACCO,Regular,Full Flavor,STD,KS,1,1601600,0
Gibraltar,Gibraltar,BAT,,,,,1,1804326,7.6
Mongolia,Ulaanbaatar,JTI,Regular,Lights,STD,KS,2,29909200,8.4
Great Britain,London Luton,IMPERIAL BRANDS,Regular,Lights,STD,100,1,45859200,0
Russia,St. Petersburg Pulkovo,JTI,Regular,Ultralights,STD,100,1,2916000,0.1
Poland,Elblag,BAT,Regular,Lights,STD,KS,1,5850000,0
China,Hohhot Baita,KT & G,NTD Caps,Lights,SSL,100,1,1861098,0
Malaysia,Kota Kinabalu,BAT,Menthol,Full Flavor,STD,KS,2,9090000,0
Morocco,Tangier,JTI,Menthol Caps,Full Flavor,STD,KS,1,1589085,0
Turkey,Antalya Gazipasa Airport,JTI,Regular,Lights,STD,KS,2,283396800,0.1
Czech Republic,Prague,JTI,Regular,Full Flavor,STD,KS,4,1947220400,26.6
Turkey,Kutahya Airport,BAT,Regular,Lights,SSL,100,1,6442200,0
China,Chengdu Tianfu,BAT,Menthol,Full Flavor,STD,KS,1,12094152,0
Turkey,Bodrum Airport,IMPERIAL BRANDS,Regular,Full Flavor,SSL,KS,1,1915200,0
Tunisia,Tunis,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,13173600,0
Australia,Perth,JTI,Regular,Full Flavor,STD,KS,1,2985000,4.2
China,Xiamen Gaoqi,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,19757412,0
Mexico,Guadalajara,JTI,Regular,Lights,STD,KS,1,8946000,0
Spain,Murcia,JTI,Regular,Ultralights,STD,KS,1,43099200,0
Belize,Belize City,BAT,,,,,1,415503,54.1
United Arab Emirates,Dubai,KT & G,Regular,Ultralights,SSL,100,1,19963200,0
Greece,Kos,IMPERIAL BRANDS,Regular,Lights,STD,100,1,87801600,0.3
Morocco,Rabat,IMPERIAL BRANDS,Menthol Caps,Full Flavor,STD,KS,1,387200,0
Malaysia,Johor Bahru,JTI,Menthol,Full Flavor,STD,KS,1,1235000,0
Dominican Republic,Punta Cana - Higuey,BAT,Regular,Full Flavor,SSL,100,2,132570400,1
Cambodia,Sihanoukville,CHINA NATIONAL,,,,,1,1400,0
Turkey,Kutahya Airport,BAT,Menthol,Full Flavor,SSL,100,1,551600,0
Dominican Republic,Puerto Plata,BAT,Regular,Full Flavor,SSL,100,1,736000,0
France,Paris Charles De Gaulle,BAT,Regular,Lights,SSL,100,1,5312667600,11.3
Switzerland,Geneva,BAT,Regular,Full Flavor,SSL,100,1,1821144600,2.3
China,Jinan Xiaoqiang,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,5058532,0
Great Britain,London Luton,BAT,Regular,Lights,STD,KS,1,1280374000,0.9
Poland,Lublin,BAT,,,,,1,391444,0
Jamaica,Montego Bay,BAT,,,,,1,257457,0
China,Nanchang Changbei,JTI,Menthol,Lights,STD,KS,1,162225,0
Morocco,Ouarzazate,JTI,Regular,Ultralights,STD,KS,1,48960,0
El Salvador,San Salvador Comalapa,BAT,,,,,1,92064,0
Japan,Ibaraki,BAT,,,,,1,16515,0
Japan,Aomori,BAT,,,,,1,14793,0
Greece,Mykonos,KARELIA TOBACCO,Regular,Full Flavor,STD,KS,1,2060000,0
China,Sanya Fenghuang,CHINA NATIONAL,Regular,Lights,STD,KS,1,2378750,0
India,Cochin,KT & G,,,,,1,234279,0
Spain,Valencia,KING'S TOBACCO,Regular,Full Flavor,STD,KS,1,4258800,0
Turkey,Istanbul Asia Airport,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,39110600,0
Gabon,Gabon,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,1245200,0.1
China,Xian Xianyang,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,19688550,0
Bulgaria,Bourgas,KING'S TOBACCO,Regular,Full Flavor,STD,KS,3,49550400,0.6
Turkey,Kayseri Airport,KARELIA TOBACCO,Menthol,Full Flavor,SSL,100,1,523800,0
Mexico,Ixtapa Zihuatanejo,JTI,Menthol,Full Flavor,SSL,100,1,414400,0
Canary Islands,La Palma,KING'S TOBACCO,Menthol,Full Flavor,SSL,100,1,139200,0
Great Britain,Cardiff,JTI,Regular,Lights,STD,KS,1,9715200,0
Bulgaria,Sofia,KING'S TOBACCO,Regular,Full Flavor,SSL,100,2,27640000,0.3
Turkey,Antalya Airport,BAT,Regular,Full Flavor,STD,100,2,451119600,0.2
Morocco,Al Hoceima,IMPERIAL BRANDS,Regular,1mg,STD,KS,2,355912,0
United Arab Emirates,Abu Dhabi,ITC Ltd.,Regular,Full Flavor,STD,KS,1,91819200,0.1
Saudi Arabia,DAMMAM,JTI,NTD Caps,Full Flavor,STD,100,1,177926400,0.3
Brazil,Rio de Janeiro,BAT,Menthol,Full Flavor,SSL,100,1,38675400,0.4
India,Cochin,BAT,,,,,1,221847,0
China,Wenzhou Longwan,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,3136500,0
United Arab Emirates,Ras El Khaymah,KT & G,,,,,1,675277,0
Jamaica,Montego Bay,IMPERIAL BRANDS,Regular,Lights,STD,100,1,56222400,1.5
Great Britain,London City,JTI,NTD Caps,Full Flavor,STD,KS,1,16422000,0
Poland,Poznan-Lawica,IMPERIAL BRANDS,,,,,1,603142,0
China,Nanjing Lukou,JTI,Menthol,Lights,STD,KS,1,19534362,0
Ghana,Accra,IMPERIAL BRANDS,Regular,Lights,STD,100,1,13545600,1.2
Italy,Ciampino Airport,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,13700000,0.1
Japan,Osaka - Kansai,JTI,,,,,1,38465648,0.1
China,Zhengzhou Xinzheng,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,25491690,0
Russia,St. Petersburg Pulkovo,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,7507800,0.2
Saudi Arabia,DAMMAM,IMPERIAL BRANDS,Regular,Lights,SSL,100,1,24920000,0
Japan,Osaka - Kansai,BAT,,,,,1,5760211,0
Ethiopia,Addis Ababa,IMPERIAL BRANDS,Regular,1mg,STD,KS,2,233933600,4.7
Spain,Gerona,JTI,Regular,Ultralights,STD,KS,1,12398400,0
China,Hohhot Baita,BAT,Menthol,Full Flavor,STD,KS,1,582456,0
Martinique,Fort-de-France,JTI,Regular,Lights,STD,KS,1,777663000,20
Mexico,Cancun,JTI,Regular,Lights,STD,KS,1,1031559000,5
South Korea,Jeju (downtown),CHINA NATIONAL,,,,,1,10143400,0
China,Harbin Taiping,KT & G,Regular,1mg,SSL,100,1,171700,0
Aruba,Oranjestad,KING'S TOBACCO,NTD Caps,Lights,SSL,100,1,2352000,0.2
Switzerland,Basel,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,98430000,0.1
Nicaragua,Managua,JTI,,,,,1,2992,0
France,Lyon Saint Exupery,JTI,Menthol,Full Flavor,STD,100,1,8442000,0
Morocco,Tangier,IMPERIAL BRANDS,Regular,Lights,STD,100,1,4324800,0
Morocco,Al Hoceima,BAT,Regular,Full Flavor,SSL,100,2,1084898,0
Spain,Valencia,KING'S TOBACCO,Regular,Full Flavor,SSL,100,1,3918200,0
Germany,Paderborn,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,82525300,1.1
Canary Islands,Lanzarote,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,243440000,0.2
Morocco,Fes,IMPERIAL BRANDS,Menthol,Lights,STD,KS,1,5187650,0
Morocco,Marrakech,IMPERIAL BRANDS,Menthol Caps,Full Flavor,STD,KS,1,10406000,0
Greece,Mitilini,BAT,Regular,Full Flavor,STD,KS,1,1013600,0
Sri Lanka,Colombo,CHINA NATIONAL,,,,,1,396828,0
China,Yanji Zhaoyangchuan,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,1215500,0
Turkey,Istanbul Airport,BAT,,,,,1,97877229,0
Lebanon,Beirut - Rafik Hariri,KARELIA TOBACCO,,,,,1,2052431,1.5
Morocco,Agadir,BAT,Regular,Lights,SSL,100,1,774495600,0.6
Tanzania,Kilimanjaro,BAT,Regular,Lights,SSL,100,1,10021200,1.1
China,Shanghai Pudong,JTI,Menthol,Full Flavor,STD,KS,1,153100848,0
Great Britain,Southampton,JTI,Regular,Lights,STD,KS,1,15840000,0
China,Yancheng Nanyang,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,10020,0
Turkey,Izmir Airport,P.T. DJARUM,Regular,Full Flavor,SLI,KS,1,27100000,0
France,Nantes,JTI,Regular,Lights,STD,100,1,9440000,0
China,Weihai Dashuibo,CHINA NATIONAL,Regular,Lights,STD,KS,1,1313589,0
Tunisia,Enfidha,BAT,Menthol Caps,Full Flavor,SSL,100,1,189000,0
Panama,Panama Tocumen,JTI,Regular,Full Flavor,SSL,100,1,14514000,1.3
Tunisia,Tunis,BAT,NTD Caps,Full Flavor,SSL,100,1,477400,0
China,Changchun Longjia,BAT,Regular,1mg,STD,KS,1,381600,0
Australia,Cairns,BAT,,,,,1,2828,0
Sweden,Stockholm Arlanda,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,836400,0
Mexico,Guadalajara,BAT,Regular,Lights,SSL,100,1,34597000,0.2
Great Britain,London Gatwick,JTI,Menthol,Full Flavor,STD,KS,1,44016000,0
Morocco,Ouarzazate,BAT,Regular,Lights,STD,KS,1,1902700,0
Great Britain,London Heathrow,JTI,Regular,Ultralights,STD,KS,1,1004196600,0.7
Morocco,Essaouira,JTI,Regular,Ultralights,STD,KS,1,154880,0
Brazil,Rio de Janeiro,JTI,Regular,Full Flavor,SSL,100,1,47724000,0.5
China,Dalian Zhoushuizi,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,10260261,0
Tunisia,Jerba,BAT,NTD Caps,Lights,SSL,100,1,5536000,0
Kenya,Nairobi,CHINA NATIONAL,,,,,1,5720,0
China,Wuhan Tianhe,BAT,Menthol,Full Flavor,STD,KS,1,4263504,0
Great Britain,Norwich,BAT,Regular,Full Flavor,STD,KS,1,19871200,0
Bahrain,Manama,BAT,NTD Caps,Full Flavor,STD,KS,4,616641800,2.8
South Korea,Seoul,KT & G,Regular,1mg,SSL,100,11,440695400,0.2
Singapore,Singapore - Changi,OTHER LOCAL TMO IND.,,,,,1,73146823,100
South Korea,Incheon,JTI,Regular,Full Flavor,STD,KS,11,9373894600,4.3
Switzerland,Geneva,JTI,Regular,Lights,STD,KS,2,11327768760,14.2
France,Paris Orly,IMPERIAL BRANDS,Regular,Full Flavor,STD,100,1,9848400,0
Poland,Warsaw,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,2,197609200,0.9
Tunisia,Jerba,JTI,Regular,Full Flavor,STD,100,1,7122400,0
Martinique,Fort-de-France,JTI,Regular,Full Flavor,STD,KS,5,1537371000,39.5
South Africa,Durban,BAT,Regular,Full Flavor,SSL,100,1,85200,0
Turkey,Samsun Airport,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,78914400,0
Cape Verde,Praia,JTI,Regular,Full Flavor,STD,KS,5,86708800,2.9
Ethiopia,Addis Ababa,BAT,Regular,Full Flavor,STD,100,4,17703600,0.4
France,Paris Orly,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,6,1015027000,2.1
Morocco,Fes,JTI,Regular,Lights,STD,100,1,6374220,0
Great Britain,Norwich,JTI,Regular,Full Flavor,STD,KS,4,29351200,0
Russia,Volgograd,JTI,Menthol,Lights,STD,100,1,744800,0
Ethiopia,Addis Ababa,IMPERIAL BRANDS,NTD Caps,Full Flavor,STD,KS,1,907200,0
Sri Lanka,Colombo,BAT,Regular,Full Flavor,STD,KS,10,1536186000,29.5
China,Qingdao Liuting,JTI,Regular,1mg,STD,KS,1,39619284,0
Brazil,Belo Horizonte,BAT,NTD Caps,Full Flavor,STD,KS,5,4473400,0
China,Mudanjiang Hailang,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,74360,0
Spain,Vigo,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,2,3402000,0
Tunisia,Monastir,BAT,NTD Caps,Full Flavor,STD,KS,7,46603800,0.1
China,Guangzhou Baiyun,JTI,Regular,Lights,STD,KS,4,1086601100,0.3
Morocco,Casablanca,IMPERIAL BRANDS,Regular,Lights,STD,KS,4,246391668,0.2
Cape Verde,Praia,JTI,NTD Caps,Full Flavor,STD,KS,2,3274000,0.1
United Arab Emirates,Dubai,KARELIA TOBACCO,Menthol,Ultralights,SSL,100,1,7872000,0
China,Nanning Wuxu,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,2179593,0
Greece,Skiathos,JTI,Regular,Full Flavor,STD,KS,5,105557000,0.4
Mexico,Mexico City,JTI,NTD Caps,Full Flavor,STD,KS,5,67508800,0.3
Great Britain,Exeter,IMPERIAL BRANDS,Regular,Lights,STD,KS,4,15240400,0
Myanmar,Yangon,Undefined,Regular,Full Flavor,STD,KS,1,1917270,11.1
France,Nantes,IMPERIAL BRANDS,Regular,Lights,STD,100,1,5304000,0
China,Shanghai Hongqiao,CHINA NATIONAL,Regular,Lights,STD,KS,1,217736762,0.1
Greece,Aktio,JTI,Regular,Full Flavor,STD,KS,5,73771400,0.3
South Korea,Cheongju,KT & G,NTD Caps,Lights,STD,KS,9,149872400,0.1
South Korea,Jeju (downtown),JTI,Regular,Full Flavor,STD,KS,11,461654400,0.2
Gambia,Banjul,BAT,Regular,Full Flavor,STD,KS,5,106536000,10.4
United Arab Emirates,Sharjah,BAT,Regular,Full Flavor,STD,KS,7,1234696600,0.8
Vietnam,Hanoi,KT & G,Regular,Lights,STD,KS,1,416424726,5.6
China,Fuzhou Changle,IMPERIAL BRANDS,Regular,Full Flavor,STD,LONGER THAN KS,1,1088050,0
Canary Islands,Gran Canaria,JTI,Regular,Lights,STD,KS,2,4989301200,3.6
China,Beijing,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,1006325864,0.3
Greece,Samos,JTI,Regular,Full Flavor,STD,KS,4,3836400,0
Turkey,Antalya Airport,KARELIA TOBACCO,Regular,Lights,STD,KS,2,155045800,0.1
Spain,Malaga,BAT,Regular,Full Flavor,STD,KS,4,791107200,0.9
Spain,Madrid Barajas,IMPERIAL BRANDS,Regular,Lights,STD,100,1,51979200,0.1
South Korea,Daegu,KT & G,NTD Caps,Lights,STD,KS,9,131778800,0.1
Italy,Florence,BAT,Regular,Lights,SLI,100,1,12510000,0.1
South Korea,Busan - Kimhae (downtown),KT & G,Regular,Full Flavor,STD,KS,1,8407200,0
South Korea,Busan - Kimhae (downtown),KT & G,Regular,1mg,STD,KS,5,28892400,0
Morocco,Essaouira,BAT,Regular,Full Flavor,STD,KS,8,174869764,0.1
Morocco,Rabat,BAT,Regular,Lights,SSL,100,1,530407800,0.4
Spain,Jerez De La Frontera,JTI,Regular,Lights,STD,KS,1,7180800,0
Great Britain,Southampton,JTI,Regular,Full Flavor,STD,KS,7,116084800,0.1
Brazil,Florianopolis,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,1,4008000,0
Morocco,Agadir,BAT,Regular,Full Flavor,STD,KS,10,2987874298,2.4
France,Toulouse,BAT,Regular,Lights,STD,KS,1,83210000,0.2
Czech Republic,Ostrava,JTI,Regular,Lights,STD,KS,2,49758000,0.7
Mexico,Ixtapa Zihuatanejo,JTI,Regular,Full Flavor,STD,KS,7,10022000,0
South Korea,Seoul,KT & G,Regular,Lights,STD,KS,7,162040800,0.1
Serbia,Nis,JTI,Regular,Lights,STD,KS,2,268674600,2.5
China,Jinan Xiaoqiang,JTI,Regular,Lights,STD,KS,4,11545465,0
Kenya,Jomo Kenyatta,BAT,Menthol,Full Flavor,SSL,100,2,226800,0
Australia,Cairns,JTI,,,,,1,52,0
China,Mudanjiang Hailang,JTI,Regular,Lights,STD,KS,4,303530,0
Albania,Tirana,BAT,Regular,Full Flavor,SSL,100,2,330674400,1.4
Spain,Jerez De La Frontera,JTI,Regular,Ultralights,STD,KS,1,1845000,0
China,Yanji Zhaoyangchuan,JTI,Regular,Full Flavor,STD,100,1,486890,0
Tanzania,Kilimanjaro,BAT,Menthol,Full Flavor,SSL,100,1,1182600,0.1
Guadalupe,Pointe-a-Pitre,JTI,Regular,Lights,STD,KS,1,760197000,17
India,Chattrapati Shivaji,KT & G,,,,,1,1446910,0.1
Indonesia,Ngurah Rai,BAT,NTD Caps,Full Flavor,STD,KS,2,317246000,3.1
Tunisia,Monastir,JTI,Menthol Caps,Full Flavor,STD,KS,1,8753400,0
South Korea,Busan - Kimhae,JTI,Regular,Lights,STD,KS,1,355880000,0.2
Brazil,Viracopos,JTI,Regular,Full Flavor,SSL,100,1,5904000,0.1
Italy,Ciampino Airport,JTI,Regular,Lights,SLI,100,1,1991000,0
China,Xuzhou Guanyin,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,99034,0
Greece,Rhodes,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,3,1962957400,6.7
Spain,Valencia,KING'S TOBACCO,Regular,Ultralights,SSL,100,1,1610400,0
China,Shenyang Taoxian,NANYANG BROTHERS,Regular,Full Flavor,STD,KS,5,125550963,0
Sri Lanka,Colombo,JTI,,,,,1,1606166,0
Greece,Alexandoupolis,BAT,Regular,Full Flavor,STD,KS,3,10142600,0
Spain,Madrid Barajas,JTI,Regular,Full Flavor,STD,KS,11,3727882600,4.2
South Korea,Jeju (downtown),BAT,Regular,Full Flavor,STD,KS,7,65981600,0
Switzerland,Zurich,BAT,Menthol Caps,Full Flavor,SSL,100,1,42875400,0.1
South Korea,Seoul,Undefined,Regular,Full Flavor,STD,KS,1,2073600,0
Panama,Panama Tocumen,JTI,Regular,Full Flavor,STD,KS,3,367203600,32.7
India,Sardar Vallabh Bhai Patel,KING'S TOBACCO,,,,,1,7815,0
South Korea,Busan - Kimhae (downtown),JTI,Regular,Lights,STD,KS,1,66811200,0
United Arab Emirates,Dubai,JTI,NTD Caps,Full Flavor,STD,KS,3,1145427200,0.7
China,Wuhan Tianhe,JTI,Regular,Full Flavor,STD,KS,11,364038218,0.1
Turkey,Kutahya Airport,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,9180000,0
Turkey,Izmir Airport,JTI,Regular,Full Flavor,STD,100,3,23803200,0
China,Nanchang Changbei,BAT,Regular,1mg,STD,KS,1,48124,0
India,Karipur,JTI,,,,,1,163715,0
Germany,Bremen,BAT,Regular,Full Flavor,STD,KS,2,66085200,0.9
Malaysia,Kuala Lumpur,BAT,Menthol Caps,Full Flavor,STD,KS,2,6545000,0
South Korea,Yangyang,JTI,Regular,Lights,STD,KS,1,223200,0
China,Guangzhou Baiyun,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,3328160,0
Morocco,Rabat,BAT,Regular,Full Flavor,SSL,100,3,164850670,0.1
Great Britain,Aberdeen,JTI,Regular,Ultralights,STD,KS,1,11808000,0
China,Hefei Xinqiao,IMPERIAL BRANDS,Regular,Ultralights,SSL,100,1,3178045,0
Morocco,Fes,JTI,Regular,Full Flavor,STD,KS,10,4223708302,3.3
China,Wuxi Shuofang,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,21190,0
Saudi Arabia,Medina,JTI,Regular,Full Flavor,STD,KS,4,308046200,0.6
Greece,Thessaloniki,JTI,NTD Caps,Full Flavor,STD,KS,1,6342840,0
Spain,Bilbao,JTI,Regular,Full Flavor,STD,KS,4,157103800,0.2
Kazakhstan,Astana,IMPERIAL BRANDS,Regular,Full Flavor,SSL,100,1,13876800,2.1
Spain,A Coruna,JTI,Regular,Full Flavor,STD,KS,4,53802200,0.1
United Arab Emirates,Sharjah,KT & G,Regular,Lights,SSL,100,1,14565600,0
Japan,Osaka - Kansai,BAT,Menthol,Full Flavor,STD,KS,2,112995600,0.3
Malaysia,Kuala Lumpur,BAT,Menthol,Full Flavor,STD,KS,2,70895000,0.4
Switzerland,Geneva,IMPERIAL BRANDS,Regular,Ultralights,STD,KS,1,30600000,0
South Africa,Durban,BAT,Regular,Full Flavor,STD,KS,6,27141800,0.5
Japan,Chubu,KT & G,NTD Caps,Lights,SSL,100,2,19978700,0.1
China,Hangzhou Xiaoshan,JTI,Regular,Lights,STD,KS,4,254850194,0.1
Spain,Gerona,BAT,Regular,Ultralights,STD,KS,1,30060400,0
Gabon,Gabon,BAT,Regular,Lights,SSL,100,1,329029400,31.2
Indonesia,Ngurah Rai,P.T. DJARUM,Regular,Full Flavor,SLI,KS,1,4063800,0
Tanzania,Dar Es Salaam,BAT,Menthol,Full Flavor,SSL,100,1,17388600,1.9
Canary Islands,Fuerteventura,BAT,Regular,Full Flavor,STD,KS,4,5297283800,3.8
Caribbean Other,Basseterre (Saint Kitts),BAT,Menthol,Full Flavor,STD,KS,1,1179000,2.4
Chile,Santiago Arturo Merino Benitez,JTI,Regular,Lights,STD,KS,1,305868000,1.8
Italy,Florence,IMPERIAL BRANDS,Regular,Full Flavor,STD,KS,2,16457200,0.1
China,Weihai Dashuibo,BAT,Regular,Full Flavor,STD,KS,13,19987455,0
Portugal,Madeira,JTI,Regular,Lights,STD,KS,2,330319200,2.3
China,Zhengzhou Xinzheng,JTI,Regular,Lights,STD,KS,4,37995231,0
South Korea,Yangyang,JTI,Regular,Full Flavor,STD,KS,3,137200,0
China,Wenzhou Longwan,IMPERIAL BRANDS,Regular,1mg,STD,KS,1,6471360,0
Tunisia,Jerba,JTI,NTD Caps,Full Flavor,STD,KS,2,61936000,0.2
Macedonia,Ohrid,OTHER LOCAL TMO IND.,,,,,1,676220,4
China,Hefei Xinqiao,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,34230,0
Turkey,Samsun Airport,KING'S TOBACCO,Regular,Full Flavor,SSL,100,1,55000,0
China,Chongqing Jiangbei,KARELIA TOBACCO,Menthol,Lights,SLI,100,1,278404,0
Morocco,Al Hoceima,IMPERIAL BRANDS,Menthol,Lights,STD,KS,1,33280,0
Tunisia,Enfidha,JTI,Menthol,Lights,STD,KS,1,9047200,0
China,Zhengzhou Xinzheng,BAT,Regular,Lights,STD,KS,2,44294806,0
Turkey,Diyarbakir Airport,KARELIA TOBACCO,Regular,Lights,STD,KS,1,67800,0
Chile,Santiago Arturo Merino Benitez,JTI,NTD Caps,Full Flavor,STD,KS,2,74758800,0.4
Japan,Tokyo - Narita,JTI,Menthol Caps,Full Flavor,STD,KS,4,211809400,0.6
Spain,Almeria,IMPERIAL BRANDS,Regular,Lights,STD,KS,4,17831000,0
Great Britain,Leeds Bradford,BAT,Regular,Ultralights,STD,KS,1,80904400,0.1
Turkey,Samsun Airport,BAT,Regular,Full Flavor,STD,100,4,6915800,0
Great Britain,Southampton,BAT,Regular,Full Flavor,STD,KS,3,144158400,0.1
Cape Verde,Praia,BAT,Regular,Full Flavor,STD,KS,2,10608000,0.4
Vietnam,Cam Ranh,KT & G,Regular,Lights,STD,KS,1,388497600,5.2
Morocco,Oujda,BAT,Menthol,Full Flavor,STD,KS,1,6182400,0
South Korea,Yangyang,KT & G,Menthol Caps,Full Flavor,STD,KS,1,18600,0
France,Nice,POESCHL TABAK,Regular,Lights,STD,KS,1,60400,0
Greece,Rhodes,JTI,NTD Caps,Full Flavor,STD,KS,1,13356000,0
Ecuador,Guayaquil,JTI,Menthol,Full Flavor,SSL,100,1,3677800,0.2
Mongolia,Ulaanbaatar,KT & G,NTD Caps,Lights,SSL,100,3,30940800,8.7
Macau,Macau,JTI,Regular,Lights,STD,KS,2,637384757,9.4
China,Xian Xianyang,KARELIA TOBACCO,Regular,Full Flavor,SSL,100,1,1143384,0
France,Bordeaux,JTI,Regular,Full Flavor,STD,KS,4,187656600,0.4
Spain,Murcia,IMPERIAL BRANDS,Regular,Lights,STD,100,1,122318400,0.1
Colombia,Medellin Jose Maria Cordova,BAT,,,,,1,466299,0
China,Fuzhou Changle,KT & G,NTD Caps,Lights,SSL,100,1,1364680,0
China,Ningbo Lishe,BAT,Regular,Lights,STD,KS,2,8826160,0
Albania,Tirana,BAT,Regular,Lights,SLI,100,1,6783200,0
China,Shanghai Hongqiao,IMPERIAL BRANDS,Regular,Lights,STD,KS,1,172011438,0
Ethiopia,Addis Ababa,JTI,Menthol,Full Flavor,STD,KS,1,311600,0
France,Paris Charles De Gaulle,JTI,Regular,Ultralights,STD,KS,2,79240400,0.2
Tunisia,Tunis,BAT,Menthol,Full Flavor,SSL,100,3,101255400,0.3
South Korea,Jeju (downtown),JTI,Regular,Lights,STD,KS,1,83724800,0
South Korea,Daegu,KT & G,NTD Caps,Full Flavor,SSL,100,1,196112800,0.1
India,Bangalore,BAT,Regular,Lights,STD,KS,2,142605400,6.8
