DF_Market,Location,TMO,Brand Family,CR_BrandId,SKU,Item per Bundle,2022 Volume,2023 Volume,2024 Volume,2022Month,2023Month,2024Month,2022 Revenue,2023 Revenue,2024 Revenue
Spain,Bilbao,IMPERIAL BRANDS,JOHN PLAYER SPECIAL,51575,JOHN PLAYER SPECIAL - BLUE KS BOX,200,13600,10000,10000,4,1,3,2373.2,2326.5,2853
Turkey,Ankara Airport,PMI,L&M,57069,L&M - RED LABEL 100's SOFT 600 - TURKEY DF,600,95400,90000,72600,11,12,11,11925,11731.5,9823.5
Ecuador,Quito,PMI,MARLBORO,114360,MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,493600,638400,108400,12,12,2,67870,94962,16124.5
Saudi Arabia,Jeddah,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,400,424000,1001600,1068000,11,12,7,0,332599.92,373167.56
Spain,Mahon Airport,IMPERIAL BRANDS,WEST,46023,WEST - RED KS BOX,200,34200,36000,50600,6,6,7,5967.9,7290,11777.15
Lithuania,Kaunas,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,200,94400,34400,0,5,1,0,16472.8,6690.8,0
China,Yantai Penglai,KT & G,ESSE,90020,ESSE - CHANGE 1MG 100's BOX C SUPERSLIMS,200,6033,10657,11213,0,2,6,3468.975,6152.525,6447.475
Bosnia-Herzegovinia,Tuzla,BAT,UNDEFINED,0,UNDEFINED,0,1929850,2473765,1068311,12,12,12,0,0,0
Turkey,Ankara Airport,BAT,KENT,58431,KENT - SURROUND (GREY) KS RCB,200,52000,59600,0,11,12,0,8783,10907.2,0
United Arab Emirates,Dubai,JTI,LD,50138,LD - RED KS BOX,400,0,471600,891600,0,9,11,0,50738.1,72425.48
Ecuador,Quito,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,600,0,5400,4800,0,2,2,0,666,592
Taiwan,Kaohsiung,IMPERIAL BRANDS,DAVIDOFF,60523,DAVIDOFF - GOLD KS OCTAGONAL PACK,200,1361357,6052939,8571891,12,12,12,4968953.05,22632187.4,32573185.8
China,Jinan Xiaoqiang,IMPERIAL BRANDS,DAVIDOFF,70865,DAVIDOFF - (WHITE) KS BOX,200,0,6205,10975,0,2,5,0,3723,6585
Peru,Lima,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,180800,217600,237000,11,12,11,29264.62,39165.94,42656
Norway,Trondheim,BAT,PRINCE,51120,PRINCE - RICH TASTE KS BOX,200,106400,22600,0,6,1,0,329528,76727,0
Turkey,Bodrum Airport,BAT,DUNHILL,93600,DUNHILL - SWITCH KS BOX C,200,0,0,22400,0,0,6,0,0,4784.1
Latvia,Riga,JTI,WINSTON,45379,WINSTON - CLASSIC RED KS BOX,200,214800,29400,0,6,1,0,34260.6,5130.3,0
Morocco,Al Hoceima,JTI,WINSTON,45191,WINSTON - LIGHTS KS BOX,600,135,240,297,0,0,0,16.425,29.2,36.135
Great Britain,London Heathrow,KARELIA TOBACCO,KARELIA,58494,KARELIA - OME (YELLOW) 100's L-STICK BOX SUPERSLIMS,200,420800,496200,0,12,11,0,103148,121001,0
Germany,Frankfurt,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,200,310000,75600,0,6,1,0,89745,22642.2,0
Morocco,Casablanca,BAT,DUNHILL,103541,DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,42380,16861,0,6,1,0,6780.8,2697.76,0
Spain,Bilbao,IMPERIAL BRANDS,LAMBERT & BUTLER,45979,LAMBERT & BUTLER - GOLD KS BOX,200,14400,7200,0,4,2,0,2570.4,1805.4,0
Australia,Perth,IMPERIAL BRANDS,PETER STUYVESANT,52727,PETER STUYVESANT - CLASSIC KS BOX,200,2600,9200,13400,0,1,6,0,5382,8399
Caribbean Other,Port-au-Prince (Haiti),PMI,MARLBORO,114397,MARLBORO - SILVER (3.0) KS RCB WHITE - LA&CANADA DF-ENG TXT,200,11400,16000,0,3,8,0,1596,2240,0
Tanzania,Dar Es Salaam,JTI,CAMEL,43011,CAMEL - KS BOX,400,80400,0,0,11,0,0,,0,0
Tajikistan,Dushanbe,PMI,MARLBORO,99217,MARLBORO - (RED FWD) KS BOX - CES-EE-CA DF-ENG TXT,200,9800,0,0,7,0,0,965.3,0,0
China,Changchun Longjia,NANYANG BROTHERS,DOUBLE HAPPINESS,46152,DOUBLE HAPPINESS - KS BOX,200,312,3685,1220,0,0,0,262.08,3095.4,1024.8
Spain,Almeria,IMPERIAL BRANDS,FORTUNA,55863,FORTUNA - AZUL KS BOX,200,11400,6600,5000,4,2,0,2205.9,1499.85,1248.95
Germany,Dortmund,PMI,L&M,124240,L&M - RED LABEL (5.0 CWB) KS BOX 400 TRANSPARENT BUNDLE - ENGLISH GHW TPD2 DF - IDM GERMANY,400,9600,15200,17600,6,7,9,2205.6,3739.2,4571.6
Chile,Santiago Arturo Merino Benitez,PMI,MARLBORO,125087,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,0,94200,221600,0,6,11,0,19782,46040.51
China,Yantai Penglai,JTI,MILD SEVEN,45709,MILD SEVEN - INTERNATIONAL KS BOX,200,46443,82037,86357,11,12,9,31349.025,55374.975,58290.975
Caribbean Other,Basseterre (Saint Kitts),PMI,MARLBORO,114359,MARLBORO - (GOLD 3.0) KS RCB WHITE - LA&CANADA DF-ENG TXT,200,16400,7200,0,6,3,0,2774.92,1241.68,0
China,Fuzhou Changle,PMI,MARLBORO,109526,MARLBORO - ICE BLAST MICRO MENTHOL 100's BOX C SUPERSLIMS WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,2451,2600,20000,0,1,4,1811.14285,2470,17760
France,Marseille,PMI,PHILIP MORRIS,121929,PHILIP MORRIS - KS BOX 600 TRANSPARENT BUNDLE - FRANCE DF GHW-FR05 - IDM FRANCE,600,197400,214200,68400,12,12,11,48002,61578,19919
Peru,Lima,BAT,NEWPORT,44309,NEWPORT - MENTHOL KS BOX,200,138200,152800,130600,12,11,11,23494,25976,22761.15
China,Xian Xianyang,CHINA NATIONAL,YU XI,53542,YU XI - (RED) KS BOX,200,59020,321207,304394,6,11,11,76726,417569.1,395712.2
Morocco,Rabat,JTI,CAMEL,67982,CAMEL - ACTIVATE KS BOX C,200,34777,0,0,6,0,0,5461.6783,0,0
Jordan,Marka,PMI,PARLIAMENT,122946,PARLIAMENT - AQUA BLUE KS RCS 400 TRANSPARENT BUNDLE WHITE - GENERIC DF-ENG TXT,400,800,0,0,0,0,0,116,0,0
Kuwait,Kuwait,BAT,ROTHMANS,44682,ROTHMANS - KS BOX,600,226800,1800,2400,5,1,1,18862.2,149.7,199.6
Jordan,Amman,BAT,DUNHILL,86714,DUNHILL - SWITCH (BLACK - BLUE) KS OCTAGONAL PACK C,200,632400,600,0,12,0,0,98302,96,0
China,Sanya Fenghuang,IMPERIAL BRANDS,DAVIDOFF,43244,DAVIDOFF - KS BOX,200,0,9309,3280,0,5,2,0,5585.4,1968
Great Britain,London City,JTI,SILK CUT,46016,SILK CUT - SILVER KS BOX,600,4200,1200,6000,1,0,1,833,238,1650
Turkey,Istanbul Airport,BAT,KENT,57750,KENT - HD (BLUE) KS RCB,600,178800,0,0,5,0,0,27267,0,0
Italy,Florence,BAT,VOGUE,50530,VOGUE - BLEU 100's BOX SLIMS,200,0,49200,84400,0,9,11,0,10551.75,17681.8
China,Chengdu Tianfu,NANYANG BROTHERS,DOUBLE HAPPINESS,47113,DOUBLE HAPPINESS - KS SOFT,200,0,3887,7385,0,0,0,0,3265.08,6203.4
Croatia,Pula,JTI,UNDEFINED,0,UNDEFINED,0,0,11158,0,0,5,0,0,0,0
Peru,Lima,PMI,MARLBORO,144768,MARLBORO - DOUBLE FUSION MENTHOL KS BOX 600 C TRU SPECIAL OUTER WHITE - GENERIC DF-ENG TXT,600,0,0,195000,0,0,9,0,0,28734.09
Mexico,Mazatlan,PMI,MARLBORO,104519,MARLBORO - DOUBLE FUSION MENTHOL KS BOX C TRU TRANSPARENT BUNDLE WHITE - LA&CANADA DF-ENG TXT,200,1400,2000,0,0,0,0,238,352,0
Turkey,Ankara Airport,BAT,KENT,57751,KENT - HD (SILVER) KS RCB,600,15000,48000,0,6,12,0,2461.65,7704,0
China,Wenzhou Longwan,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,284,5162,8337,0,0,1,163.3,2968.15,4793.775
Colombia,Bogota,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,200,137400,128000,137800,11,12,11,16640,43797729.19,45567423.59
Germany,Frankfurt,JTI,WINSTON,45379,WINSTON - CLASSIC RED KS BOX,400,109600,28000,0,6,1,0,25180.6,6783,0
Mexico,Cancun,PMI,MARLBORO,114397,MARLBORO - SILVER (3.0) KS RCB WHITE - LA&CANADA DF-ENG TXT,200,658000,348600,0,11,7,0,132618,77199,0
Qatar,Doha,PMI,L&M,122592,L&M - FWD (5.0 GRN BLU) MENTHOL KS RCB C WHITE - TURKEY DF,200,1497000,0,0,11,0,0,189668.67,0,0
Kuwait,Kuwait,PMI,MARLBORO,142484,MARLBORO - SOL SHUFFLE MENTHOL KS RCS (PROMO) C MUL JUMBO RC WHITE - GENERIC DF-ENG TXT,200,0,0,124400,0,0,7,0,0,8383.4
China,Nanning Wuxu,CHINA NATIONAL,LIQUN,60578,LIQUN - (RED) KS BOX,200,0,29125,92996,0,10,10,0,24756.25,79046.6
Greece,Thessaloniki,PMI,L&M,120925,L&M - RED LABEL (4.0) KS RCB - ENGLISH GHW TPD2 DF - IDM GREECE,200,44200,32000,2400,8,8,1,6942.5,5320,402
Turkey,Antalya Gazipasa Airport,PMI,MARLBORO,94142,MARLBORO - (RED FWD) KS BOX - TURKEY DF,200,24000,47600,0,8,8,0,5222,10919.2,0
Japan,Chubu,JTI,WINSTON,99614,WINSTON - CABIN 5 KS BOX,200,8000,0,0,3,0,0,140000,0,0
Dominican Republic,Samana El Catey,PMI,MARLBORO,114360,MARLBORO - (GOLD 3.0) KS RCB 400 WHITE - LA&CANADA DF-ENG TXT,400,20000,34000,4400,8,9,2,3700,6745,891
China,Xiamen Gaoqi,CHINA NATIONAL,CHUNGHWA,43087,CHUNGHWA - KS BOX,200,542278,3199123,3178420,12,12,11,881201.75,5198574.875,5164932.5
China,Yantai Penglai,IMPERIAL BRANDS,DAVIDOFF,47107,DAVIDOFF - MENTHOL 90's BOX,200,1635,2902,3055,0,0,0,981,1741.2,1833
Brazil,Viracopos,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,600,600,6000,10800,0,3,6,54,684.96,1236.96
Japan,Osaka - Kansai,JTI,NATURAL AMERICAN SPIRIT,137034,NATURAL AMERICAN SPIRIT - ORGANIC LEAF ONE KS BOX 14,140,37240,311220,105140,4,12,4,771400,6446700,2177900
Turkey,Bodrum Airport,PMI,L&M,42446,L&M - BLUE LABEL KS RCB - TURKEY DF,200,109800,66600,0,8,8,0,20954.1,13607.7,0
China,Kunming Wujiaba,JTI,MEVIUS,91512,MEVIUS - OPTION KS RCB C,200,18298,42796,44131,5,8,8,15095.85,35306.7,36408.075
Germany,Stuttgart,JTI,WINSTON,45379,WINSTON - CLASSIC RED KS BOX,200,14000,19800,27200,6,9,10,3493,4940.1,6786.4
Indonesia,Soekarno Hatta,BAT,BENSON & HEDGES,42846,BENSON & HEDGES - GOLD KS BOX,200,200,1800,1000,0,0,0,0,2703883.99,1424000
Turkey,Bodrum Airport,JTI,WINSTON,60461,WINSTON - FRESH MENTHOL MENTHOL 100's BOX SUPERSLIMS,200,0,9000,15400,0,2,5,0,1783.65,3044.09
India,Mangalore,IMPERIAL BRANDS,UNDEFINED,0,UNDEFINED,0,2565,15710,44930,1,2,4,0,0,0
Netherlands,Amsterdam - Schiphol,IMPERIAL BRANDS,GAULOISES,45969,GAULOISES - BLONDES (BLUE) KS BOX,200,191400,29800,0,6,1,0,54453.3,10117.1,0
Australia,Brisbane,PMI,MARLBORO,93157,MARLBORO - ICE BLAST MENTHOL KS BOX C 25 TRANSPARENT BUNDLE WHITE - AUSTRALIA DOM,200,17400,86800,54577,6,10,9,11658,58156,36566.59
Morocco,Fes,BAT,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,400,91666,150570,164425,9,12,11,12374.91,20326.95,22197.375
Italy,Bologna,PMI,MARLBORO,120998,MARLBORO - (RED FWD) KS BOX - ITALY DF - IDM ITALY,200,145600,143800,0,12,10,0,41818.2,41630.1,0
Great Britain,London Southend Airport,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,4800,4400,3200,1,1,1,1152,1083.51,888
Germany,Duesseldorf,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,400,159600,0,0,12,0,0,36668.1,0,0
Morocco,Essaouira,BAT,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,200,5612,33072,10766,0,3,5,813.74,4795.44,1561.07
China,Pengsheng,PMI,MARLBORO,105458,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 SHENZEN DF (SZ),200,0,0,386600,0,0,10,0,0,463920
Colombia,Bogota,BAT,DUNHILL,103541,DUNHILL - SWITCH (BLACK - GREEN) KS OCTAGONAL PACK C,200,800,59000,40000,0,12,10,84,8260,5600
Turkey,Kutahya Airport,PMI,MARLBORO,118916,MARLBORO - DOUBLE FUSION PURPLE KS RCB C WHITE - TURKEY DF,200,12600,0,4600,3,0,2,2520,0,1007.33
Egypt,Sharm El Sheikh,BAT,DUNHILL,58199,DUNHILL - FINE CUT (BLUE) 90's OCTAGONAL PACK SLIMS,200,16038,6836,0,8,3,0,2245.32,957.04,0
Italy,Ciampino Airport,PMI,PHILIP MORRIS,121004,PHILIP MORRIS - SELECTION RED KS RCB TRANSPARENT BUNDLE - ITALY DF - IDM ITALY,200,8800,11800,13800,4,3,6,1826,2487.5,2982.5
Italy,Milan - Malpensa,JTI,CAMEL,43011,CAMEL - KS BOX,400,128800,192400,155600,11,12,11,23023,37645.38,31814.36
Turkey,Antalya Gazipasa Airport,PMI,MARLBORO,137515,MARLBORO - SILVER BLUE (3.5) KS RCS WHITE - TURKEY DF,200,0,4400,1800,0,1,1,0,1009.8,422.1
Turkey,Dalaman Airport,P.T. DJARUM,DJARUM,54694,DJARUM - BLACK KS BOX,200,6400,0,0,3,0,0,768,0,0
China,Shenyang Taoxian,PMI,MARLBORO,105626,MARLBORO - DOUBLE BURST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,88600,144400,0,8,11,0,84120,129830
Great Britain,Aberdeen,JTI,MAYFAIR,44279,MAYFAIR - KS BOX,400,9600,13600,10800,4,7,5,2040,3132,2717
Russia,Krasnodar,IMPERIAL BRANDS,DAVIDOFF,48007,DAVIDOFF - SLIMS LIGHTS 100's OCTAGONAL PACK SLIMS,200,800,0,0,0,0,0,128,0,0
Great Britain,London Gatwick,JTI,SILK CUT,46016,SILK CUT - SILVER KS BOX,200,606200,666800,575800,12,12,11,193984,228237.64,223267
China,Xian Xianyang,BAT,STATE EXPRESS 555,44926,STATE EXPRESS 555 - KS BOX,200,64146,349175,330771,6,11,11,40091.25,207911.425,206731.875
Dominican Republic,Puerto Plata,PMI,MARLBORO,114396,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - LA&CANADA DF-ENG TXT,600,289200,187800,0,12,7,0,47718,32868,0
Brazil,Sao Paulo - Guarulhos,BAT,LUCKY STRIKE,51260,LUCKY STRIKE - ORIGINAL RED KS BOX,400,0,88000,190400,0,8,10,0,11048.96,24038
Morocco,Casablanca,PMI,L&M,157067,L&M - DOUBLE FORWARD MENTHOL KS RCB C WHITE - GENERIC DF-ENG TXT,200,0,0,168000,0,0,3,0,0,17682
China,Wuhan Tianhe,JTI,MILD SEVEN,46248,MILD SEVEN - ONE KS BOX,200,43061,84412,142964,12,11,9,29066.175,58546.6,103648.9
Indonesia,Ngurah Rai,KT & G,ESSE,100799,ESSE - CHANGE 1MG 100's BOX SUPERSLIMS,200,40000,499800,190400,3,12,4,0,1257629724.89,489766453.64
Sweden,Stockholm Arlanda,JTI,CAMEL,52735,CAMEL - BLUE KS BOX,400,20800,381200,256000,2,12,11,41028,752974.12,581640.24
Oman,Salalah,PMI,PARLIAMENT,122961,PARLIAMENT - PLATINUM BLUE KS RCS JUMBO RC WHITE - GENERIC DF-ENG TXT,200,151000,140200,133000,12,12,11,26740,25371.23,24631.6
China,Yanji Zhaoyangchuan,CHINA NATIONAL,YU XI,53542,YU XI - (RED) KS BOX,200,2989,108860,30790,1,12,3,3885.7,141518,40027
Cambodia,Phnom Penh,CHINA NATIONAL,ZHONG NAN HAI,56694,ZHONG NAN HAI - FIVE KS BOX,200,3400,800,0,0,0,0,0,100,0
Mexico,Los Cabos,JTI,CAMEL,43011,CAMEL - KS BOX,200,3800,0,400,2,0,0,722,0,90
China,Weihai Dashuibo,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,0,1362,1915,0,0,0,0,783.15,1101.125
China,Hangzhou Xiaoshan,JTI,MORE,46828,MORE - MENTHOL KS BOX,200,1126,35907,58945,0,8,11,444.77,14183.265,23283.275
Reunion,Roland Garros,PMI,MARLBORO,122766,MARLBORO - GOLD (2.0 ORIGINAL) KS BOX - FRANCE DF GHW-FR05 - IDM FRANCE,200,3227000,2978200,2623800,12,12,11,693805,695876,715152.8
Tunisia,Jerba,JTI,CAMEL,49844,CAMEL - (YELLOW) KS BOX,200,0,63400,46600,0,5,6,0,9810.55,7775.25
Tunisia,Monastir,BAT,VOGUE,51105,VOGUE - BLEUE 100's BOX SUPERSLIMS,600,0,0,338400,0,0,6,0,0,52088.88
China,Wuxi Shuofang,BAT,DUNHILL,54825,DUNHILL - GOLD KS BOX,200,0,56,114,0,0,0,0,32.2,65.55
China,Ningbo Lishe,JTI,CAMEL,43011,CAMEL - KS BOX,200,301,4154,2200,0,0,0,165.55,2284.7,1210
Morocco,Marrakech,IMPERIAL BRANDS,SUPERKINGS,46019,SUPERKINGS - BLUE 100's BOX,200,70400,176000,289800,7,11,11,6891.78,29233.12,51162.17
Turkey,Istanbul Asia Airport,IMPERIAL BRANDS,DAVIDOFF,45962,DAVIDOFF - GOLD 90's OCTAGONAL PACK,400,438000,0,0,9,0,0,71175,0,0
Jordan,Amman,JTI,LD,50138,LD - RED KS BOX,600,47400,255000,217200,2,12,11,6568.69,27878.46,26528.6
Morocco,Al Hoceima,BAT,BENSON & HEDGES,42858,BENSON & HEDGES - SILVER KS BOX,400,224,410,0,0,0,0,30.53,56.553575,0
Egypt,Luxor,BAT,DUNHILL,50854,DUNHILL - (RED) KS BOX,200,1097,877,0,0,0,0,151.47655,120.1946,0
Saudi Arabia,DAMMAM,JTI,WINSTON,54580,WINSTON - WHITE KS BOX,400,332800,346400,348000,9,11,9,0,116557.34,124607.92
Spain,Malaga,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,410400,543600,398800,12,12,11,79412.4,121336.9,97597.68
France,Paris Charles De Gaulle,POESCHL TABAK,PUEBLO,55812,PUEBLO - KS BOX,200,0,6800,9000,0,3,1,0,2328.3,4162.5
Caribbean Other,Kralendijk (Bonaire),PMI,MARLBORO,125087,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - GENERIC DF-ENG TXT,200,0,49773,9990,0,6,3,0,8461.41,1698.3
Senegal,Leopold Sedar Senghar,PMI,MARLBORO,100863,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,752400,898800,506400,10,10,5,84645,60462500.24,40581000
Malaysia,Kota Kinabalu,PMI,MARLBORO,122719,MARLBORO - GOLD (3.5) KS BOS WHITE - MALAYSIA DF,200,0,106600,178200,0,5,10,0,63427,104895
France,Montpellier,PMI,MARLBORO,122774,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER - FRANCE DF GHW-FR05 - IDM FRANCE,600,627600,880200,999600,12,12,12,155854,218583,248234
China,Hefei Xinqiao,NANYANG BROTHERS,DOUBLE HAPPINESS,58266,DOUBLE HAPPINESS - SUPER MILD KS BOX,200,0,12892,28783,0,7,5,0,12827.54,28639.085
China,Yanji Zhaoyangchuan,PMI,MARLBORO,113950,MARLBORO - (GOLD 3.0) KS RCB WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,9600,173400,70600,2,11,3,5995,128680,47655
Spain,Madrid Barajas,BAT,LUCKY STRIKE,100316,LUCKY STRIKE - FLOW FILTER (GOLD) KS RCB,200,800,0,0,0,0,0,154.8,0,0
Turkey,Ankara Airport,JTI,WINSTON,109453,WINSTON - CASTER WHITE 7 KS RCB,600,18600,29400,15600,7,8,6,2609.5,4392.67,2032.5
Turkey,Samsun Airport,BAT,LUCKY STRIKE,59257,LUCKY STRIKE - CLICK & ROLL KS BOX C,200,0,1200,1000,0,0,0,0,162,135
Morocco,Nador,JTI,CAMEL,45351,CAMEL - (BLUE) KS BOX,400,5600,18400,39200,2,6,11,826,2712.21,6184
Bangladesh,Zia,PMI,MARLBORO,113960,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER WHITE - SOUTH ASIA DF,600,1093248,707407,524143,12,12,11,148681.728,98687.505133333,73397.491433333
Great Britain,East Midlands,KARELIA TOBACCO,OME,57353,OME - (YELLOW) 100's L-STICK BOX SUPERSLIMS,200,0,1200,20400,0,1,8,0,328.5,5610
Greece,Skiathos,JTI,WINSTON,56993,WINSTON - (RED) KS BOX,200,0,0,5400,0,0,3,0,0,1692
Poland,Bydgoszcz,PMI,MARLBORO,125460,MARLBORO - RED 3.5 KS BOX - ENGLISH GHW TPD2 DF - IDM POLAND,200,36800,133000,109400,3,12,12,32568,119035,99719
Turkey,Kayseri Airport,IMPERIAL BRANDS,DAVIDOFF,43250,DAVIDOFF - LIGHTS 90's OCTAGONAL PACK,200,5600,25000,26200,2,9,10,1008,4917.98,5441.86
Turkey,Istanbul Asia Airport,KARELIA TOBACCO,KARELIA,54100,KARELIA - SLIMS (CREME COLOR) 100's BOX SUPERSLIMS,200,97800,0,0,9,0,0,11980.5,0,0
Brazil,Sao Paulo - Guarulhos,BAT,KENT,101267,KENT - MIX AROMA KS RCB C,200,208600,140000,81200,12,12,11,28072.55,22148.36,12996
Saudi Arabia,Jeddah,BAT,JOHN PLAYER,63855,JOHN PLAYER - GOLD KS BOX,600,0,975000,943200,0,9,7,0,191750,192215.55
Italy,Ciampino Airport,PMI,CHESTERFIELD,123373,CHESTERFIELD - BLUE (4.0) KS BOX - ITALY DF - IDM ITALY,200,150200,156200,158400,12,12,11,30040,31797,33914.42
China,Yinchuan Hedong,JTI,SEVEN STARS,50060,SEVEN STARS - LIGHTS KS SOFT,200,0,392,1108,0,0,0,0,235.2,664.8
South Korea,Daegu,KT & G,RAISON,109181,RAISON - HYVAA KS BOX C,200,2600,47400,38000,1,12,11,390,7110,5700
Tunisia,Tunis,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,154200,115800,7400,5,5,2,24672,21365.1,1365.3
Egypt,Hurgada,BAT,KENT,55713,KENT - SWITCH MENTHOL KS RCB C,200,59753,25798,0,12,6,0,7767.89,3353.74,0
Great Britain,Bristol,JTI,WINSTON,54087,WINSTON - CLASSIC KS BOX,200,0,29800,28400,0,10,10,0,8583.08,8889
Ethiopia,Addis Ababa,JTI,BENSON & HEDGES,58737,BENSON & HEDGES - SPECIAL FILTER KS BOX,600,0,0,174000,0,0,5,0,0,
Turkey,Antalya Gazipasa Airport,BAT,DUNHILL,66953,DUNHILL - SWITCH CAPSULE KS OCTAGONAL PACK C,200,600,0,0,0,0,0,128.7,0,0
Spain,Ibiza,BAT,BENSON & HEDGES,42858,BENSON & HEDGES - SILVER KS BOX,200,0,0,411400,0,0,7,0,0,138231.88
Greece,Mykonos,PMI,MARLBORO,137305,MARLBORO - GOLD (3.5) KS RCB (PROMO) - ENGLISH GHW TPD2 DF - IDM GREECE,200,0,20000,0,0,3,0,0,4200,0
Spain,Murcia,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,200,3600,0,0,1,0,0,696.6,0,0
Kuwait,Kuwait,BAT,KENT,55423,KENT - NANOTEK NEO KS D-SHAPE PACK (FRONT RCB) SUPERSLIMS,200,242000,429200,473000,7,9,9,30734,54508.4,52307.6
Turkey,Istanbul Asia Airport,PMI,L&M,103941,L&M - DOUBLE FORWARD MENTHOL KS RCB C WHITE - TURKEY DF,200,536400,469600,374000,12,12,11,96552,92791.53,76985.55
China,Urumchi Diwobao,BAT,LUCKY STRIKE,97914,LUCKY STRIKE - (PURPLE) KS BOX,200,0,16651,33567,0,8,11,0,9990.6,20140.2
Cape Verde,Espargos,PMI,MARLBORO,114700,MARLBORO - (GOLD 3.0) KS RCB 600 SPECIAL OUTER - AFRICA DF-ENG TXT,600,160800,514200,1112400,5,11,10,18090,61023.75,134878.5
Mexico,Cancun,IMPERIAL BRANDS,LAMBERT & BUTLER,96896,LAMBERT & BUTLER - BLUE KS BOX,200,0,0,178800,0,0,2,0,0,35095.91
Italy,Bologna,PMI,CHESTERFIELD,123372,CHESTERFIELD - ORIGINAL (4.0) KS BOX - ITALY DF - IDM ITALY,200,0,0,38400,0,0,8,0,0,8268.8
Morocco,Rabat,JTI,CAMEL,97296,CAMEL - ACTIVATE DOUBLE MINT PURPLE KS CURVE PACK C,400,29614,120197,73853,6,12,10,3997.89,16226.595,9970.155
South Korea,Daegu,BAT,DUNHILL,58201,DUNHILL - FINE CUT (WHITE) 90's OCTAGONAL PACK SLIMS,200,27800,247200,283600,5,10,11,4031,35844,41122
Georgia,Batumi,JTI,SOBRANIE,53916,SOBRANIE - WHITES 100's BOX SUPERSLIMS,200,19400,0,0,5,0,0,2813,0,0
Brazil,Rio de Janeiro,JTI,WINSTON,54088,WINSTON - BLUE KS BOX,600,24000,57000,85800,7,9,11,2160,6540.57,9867
China,Shandong,JTI,MORE,46828,MORE - MENTHOL KS BOX,200,0,67,0,0,0,0,0,26.465,0
Great Britain,Leeds Bradford,JTI,STERLING,91239,STERLING - SUPERKINGS MENTHOL MENTHOL 100's BOX,400,112800,120000,108400,12,12,11,23124,26700.96,26533
Greece,Santorini,JTI,SILK CUT,45375,SILK CUT - PURPLE KS BOX,200,49800,124800,118200,5,6,7,8590.5,26137.5,26879.74
Mexico,Cozumel,PMI,MARLBORO,104357,MARLBORO - (RED FWD) KS BOX 600 SPECIAL OUTER WHITE - LA&CANADA DF-ENG TXT,600,15000,0,0,3,0,0,2350,0,0
Italy,Verona,PMI,MARLBORO,125683,MARLBORO - RED 3.5 KS BOX - ITALY DF - IDM ITALY,200,0,120600,117400,0,9,11,0,29493.72,29026.58
Turkey,Bodrum Airport,PMI,PARLIAMENT,122846,PARLIAMENT - NIGHT BLUE 100's SOFT 600 TRANSPARENT BUNDLE WHITE - TURKEY DF,600,0,0,63000,0,0,8,0,0,12754.5
China,Yinchuan Hedong,IMPERIAL BRANDS,DAVIDOFF,48009,DAVIDOFF - SLIMS CLASSIC 100's OCTAGONAL PACK SLIMS,200,0,1323,3761,0,0,2,0,793.8,2256.6
China,Wuxi Shuofang,PMI,MARLBORO,105695,MARLBORO - ICE BLAST (2.0) MENTHOL KS BOX C WHITE - CHINA DF - IDM CN05 CHINA DF GROUP (ZM),200,0,66600,81600,0,7,6,0,53745,65280
